issue_key,software_qualities,impact_severities,severity,type,status,resolution,rule_key,rule_name,file_path,line,end_line,message,effort,clean_code_attribute,clean_code_category,quick_fix_available,tags,author,assignee,creation_date,update_date,rule_description,remediation_guidance,sonar_url
AZzo8m0eUKOft2MJyPTD,"[""MAINTAINABILITY"",""RELIABILITY""]","[""LOW"",""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6845,Non-interactive DOM elements should not have the `tabindex` attribute,app/home/modules/badges/BadgeCabinetItem.tsx,40,40,`tabIndex` should only be declared on interactive elements.,5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-13T20:44:24+0000,2026-03-13T20:44:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzo8m0eUKOft2MJyPTD&open=AZzo8m0eUKOft2MJyPTD
AZzo69I9Yu-gfN39c6fg,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/modules/badges/BadgeUnlockVisual.tsx,71,71,Refactor this function to reduce its Cognitive Complexity from 33 to the 15 allowed.,23min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-13T20:36:54+0000,2026-03-15T20:16:49+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzo69I9Yu-gfN39c6fg&open=AZzo69I9Yu-gfN39c6fg
AZzo69I9Yu-gfN39c6fh,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/badges/BadgeUnlockVisual.tsx,71,71,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T20:36:54+0000,2026-03-13T20:37:02+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzo69I9Yu-gfN39c6fh&open=AZzo69I9Yu-gfN39c6fh
AZzoghzopv4q2krwYfQV,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6606,Nullish coalescing should be preferred,app/home/badges/BadgeAwardOverlay.tsx,42,44,"Prefer using nullish coalescing operator (`??=`) instead of an assignment expression, as it is simpler to read.",5min,CONVENTIONAL,CONSISTENT,,"[""es2020"",""nullish-coalescing"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T18:41:34+0000,2026-03-13T18:41:43+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzoghzopv4q2krwYfQV&open=AZzoghzopv4q2krwYfQV
AZzoghzopv4q2krwYfQW,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/badges/BadgeAwardOverlay.tsx,67,67,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T18:41:34+0000,2026-03-13T18:41:43+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzoghzopv4q2krwYfQW&open=AZzoghzopv4q2krwYfQW
AZzoghxWpv4q2krwYfQO,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/badges/BadgeAwardOverlayProvider.tsx,53,53,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T18:41:34+0000,2026-03-13T18:41:43+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzoghxWpv4q2krwYfQO&open=AZzoghxWpv4q2krwYfQO
AZzoghz6pv4q2krwYfQZ,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/badges/BadgeAwardRevealCard.tsx,14,14,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T18:41:34+0000,2026-03-13T18:41:43+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzoghz6pv4q2krwYfQZ&open=AZzoghz6pv4q2krwYfQZ
AZzml3Mx8pa3YyCW93HR,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/admin/badges/_components/BadgeCatalogueSection.tsx,230,232,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-13T09:45:47+0000,2026-03-13T09:45:47+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzml3Mx8pa3YyCW93HR&open=AZzml3Mx8pa3YyCW93HR
AZzmQ6dCugMn2iMFDgGA,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/home/modules/badges/BadgeCabinet.tsx,41,41,Refactor this function to reduce its Cognitive Complexity from 29 to the 15 allowed.,19min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-13T08:14:16+0000,2026-05-04T21:56:28+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmQ6dCugMn2iMFDgGA&open=AZzmQ6dCugMn2iMFDgGA
AZzmEcAbM0YAVBIOfing,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/badges/BadgeCabinet.tsx,41,41,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEcAbM0YAVBIOfing&open=AZzmEcAbM0YAVBIOfing
AZzmEcAnM0YAVBIOfinj,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/badges/BadgeCabinetGrid.tsx,11,11,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEcAnM0YAVBIOfinj&open=AZzmEcAnM0YAVBIOfinj
AZzmEcALM0YAVBIOfind,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/badges/BadgeCabinetItem.tsx,16,16,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEcALM0YAVBIOfind&open=AZzmEcALM0YAVBIOfind
AZzmEcBEM0YAVBIOfinn,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/home/modules/badges/badgeCabinetViewModel.ts,28,28,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEcBEM0YAVBIOfinn&open=AZzmEcBEM0YAVBIOfinn
AZzmEcBEM0YAVBIOfino,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/home/modules/badges/badgeCabinetViewModel.ts,30,30,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEcBEM0YAVBIOfino&open=AZzmEcBEM0YAVBIOfino
AZzmEb-ZM0YAVBIOfina,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S1874,Deprecated APIs should not be used,app/home/modules/badges/usePrefersReducedMotion.ts,27,27,"The signature '(callback: ((this: MediaQueryList, ev: MediaQueryListEvent) => any) | null): void' of 'mediaQuery.addListener' is deprecated.",15min,CONVENTIONAL,CONSISTENT,,"[""cwe"",""obsolete"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEb-ZM0YAVBIOfina&open=AZzmEb-ZM0YAVBIOfina
AZzmEb-ZM0YAVBIOfinb,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S1874,Deprecated APIs should not be used,app/home/modules/badges/usePrefersReducedMotion.ts,28,28,"The signature '(callback: ((this: MediaQueryList, ev: MediaQueryListEvent) => any) | null): void' of 'mediaQuery.removeListener' is deprecated.",15min,CONVENTIONAL,CONSISTENT,,"[""cwe"",""obsolete"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T07:19:38+0000,2026-03-13T07:19:45+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzmEb-ZM0YAVBIOfinb&open=AZzmEb-ZM0YAVBIOfinb
AZzknk6eTZE3UWWm5X12,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/modules/PortalMemberPanel.tsx,14,20,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-13T00:34:01+0000,2026-03-13T00:34:01+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzknk6eTZE3UWWm5X12&open=AZzknk6eTZE3UWWm5X12
AZzknk6eTZE3UWWm5X13,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/home/modules/PortalMemberPanel.tsx,24,31,"Use <table> instead of the ""table"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-13T00:34:01+0000,2026-03-13T00:34:01+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzknk6eTZE3UWWm5X13&open=AZzknk6eTZE3UWWm5X13
AZzkJgAfIrGbr-VKbWdn,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/home/AdminRibbon.tsx,54,54,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T22:22:56+0000,2026-03-12T22:22:56+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzkJgAfIrGbr-VKbWdn&open=AZzkJgAfIrGbr-VKbWdn
AZzkEJn7oiSNCgpaMUE7,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6767,Unused React typed props should be removed,app/admin/badges/_components/BadgeQualificationFormSection.tsx,37,37,'selectedBadge' PropType is defined but prop is never used,5min,CONVENTIONAL,CONSISTENT,,"[""react""]",admin@brendanjohnroch.com,,2026-03-12T21:59:16+0000,2026-03-12T21:59:16+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzkEJn7oiSNCgpaMUE7&open=AZzkEJn7oiSNCgpaMUE7
AZzkEJn7oiSNCgpaMUE8,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6767,Unused React typed props should be removed,app/admin/badges/_components/BadgeQualificationFormSection.tsx,38,38,'selectedMode' PropType is defined but prop is never used,5min,CONVENTIONAL,CONSISTENT,,"[""react""]",admin@brendanjohnroch.com,,2026-03-12T21:59:16+0000,2026-03-12T21:59:16+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzkEJn7oiSNCgpaMUE8&open=AZzkEJn7oiSNCgpaMUE8
AZzj6tNsM9Y8niPc8Xsi,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/_components/BadgeQualificationFormSection.tsx,99,103,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T21:17:53+0000,2026-03-12T21:17:53+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzj6tNsM9Y8niPc8Xsi&open=AZzj6tNsM9Y8niPc8Xsi
AZzhWh9l74pkHCIi1pgp,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/_components/BadgeCatalogueSection.tsx,22,22,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T09:20:03+0000,2026-03-12T09:20:14+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhWh9l74pkHCIi1pgp&open=AZzhWh9l74pkHCIi1pgp
AZzhWh9T74pkHCIi1pgn,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/admin/badges/_components/BadgeQualificationFormSection.tsx,115,115,Refactor this function to reduce its Cognitive Complexity from 24 to the 15 allowed.,14min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-12T09:20:03+0000,2026-03-12T21:59:16+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhWh9T74pkHCIi1pgn&open=AZzhWh9T74pkHCIi1pgn
AZzhWh9T74pkHCIi1pgo,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/_components/BadgeQualificationFormSection.tsx,115,115,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T09:20:03+0000,2026-03-12T09:20:14+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhWh9T74pkHCIi1pgo&open=AZzhWh9T74pkHCIi1pgo
AZzhWh6p74pkHCIi1pgm,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/_components/PreviewResultsSection.tsx,46,46,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T09:20:03+0000,2026-03-12T09:20:14+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhWh6p74pkHCIi1pgm&open=AZzhWh6p74pkHCIi1pgm
AZzhWh9274pkHCIi1pgq,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/_components/RecordingPicker.tsx,21,21,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T09:20:03+0000,2026-03-12T09:20:14+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhWh9274pkHCIi1pgq&open=AZzhWh9274pkHCIi1pgq
AZzhQM5_pA4z70JK1sh9,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6582,Optional chaining should be preferred,app/admin/badges/BadgeDashboardClient.tsx,178,178,"Prefer using an optional chain expression instead, as it's more concise and easier to read.",5min,CLEAR,INTENTIONAL,,"[""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T08:53:02+0000,2026-07-12T09:01:05+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhQM5_pA4z70JK1sh9&open=AZzhQM5_pA4z70JK1sh9
AZzhQM8mpA4z70JK1siA,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/api/admin/recordings/search/route.ts,57,57,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-12T08:52:53+0000,2026-03-12T08:53:02+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhQM8mpA4z70JK1siA&open=AZzhQM8mpA4z70JK1siA
AZzhE1d1S4YnTyerObBb,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/admin/badges/BadgeDashboardClient.tsx,241,241,Refactor this function to reduce its Cognitive Complexity from 18 to the 15 allowed.,8min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-12T08:03:24+0000,2026-03-12T08:03:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhE1d1S4YnTyerObBb&open=AZzhE1d1S4YnTyerObBb
AZzhE1hLS4YnTyerObBc,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/api/admin/badges/award/route.ts,91,91,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-12T08:03:24+0000,2026-03-12T08:03:24+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzhE1hLS4YnTyerObBc&open=AZzhE1hLS4YnTyerObBc
AZzfufU61J4oHYwnwaoe,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/api/admin/badges/preview/route.ts,256,256,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-12T01:46:31+0000,2026-03-12T01:46:31+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzfufU61J4oHYwnwaoe&open=AZzfufU61J4oHYwnwaoe
AZzfdeYYTBjk2HgQcQw3,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/BadgeDashboardClient.tsx,25,28,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T00:31:42+0000,2026-03-12T00:31:50+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzfdeYYTBjk2HgQcQw3&open=AZzfdeYYTBjk2HgQcQw3
AZzfdeaUTBjk2HgQcQw4,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/badges/page.tsx,7,9,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-12T00:31:42+0000,2026-03-12T00:31:50+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzfdeaUTBjk2HgQcQw4&open=AZzfdeaUTBjk2HgQcQw4
AZzfdecCTBjk2HgQcQw6,"[""MAINTAINABILITY""]","[""HIGH""]",CRITICAL,CODE_SMELL,OPEN,,typescript:S3776,Cognitive Complexity of functions should not be too high,app/api/admin/badges/preview/route.ts,50,50,Refactor this function to reduce its Cognitive Complexity from 30 to the 15 allowed.,20min,FOCUSED,ADAPTABLE,,"[""brain-overload""]",admin@brendanjohnroch.com,,2026-03-12T00:31:42+0000,2026-03-12T20:48:54+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzfdecCTBjk2HgQcQw6&open=AZzfdecCTBjk2HgQcQw6
AZzfdeogTBjk2HgQcQw8,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,lib/badgeAdmin.ts,278,280,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-12T00:31:42+0000,2026-03-12T00:31:50+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzfdeogTBjk2HgQcQw8&open=AZzfdeogTBjk2HgQcQw8
AZze7_We1NJ4niweRcO9,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/admin/playback/dashboard/TrackTable.tsx,61,63,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-11T22:05:29+0000,2026-03-11T22:05:29+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZze7_We1NJ4niweRcO9&open=AZze7_We1NJ4niweRcO9
AZze1lISHitx1-szDeMF,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S3358,Ternary operators should not be nested,app/admin/playback/dashboard/AudienceSplitCard.tsx,229,229,Extract this nested ternary operation into an independent statement.,5min,CLEAR,INTENTIONAL,,"[""confusing""]",admin@brendanjohnroch.com,,2026-03-11T21:37:33+0000,2026-03-11T21:37:33+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZze1lISHitx1-szDeMF&open=AZze1lISHitx1-szDeMF
AZzeyAVXmSSzhfdqMPrR,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/AudienceSplitCard.tsx,143,143,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T21:21:55+0000,2026-03-11T21:21:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzeyAVXmSSzhfdqMPrR&open=AZzeyAVXmSSzhfdqMPrR
AZzeyAVXmSSzhfdqMPrS,"[""MAINTAINABILITY""]","[""MEDIUM""]",MAJOR,CODE_SMELL,OPEN,,typescript:S6819,Prefer tag over ARIA role,app/admin/playback/dashboard/AudienceSplitCard.tsx,206,216,"Use <img alt=...>, or <img alt=...> instead of the ""img"" role to ensure accessibility across all devices.",5min,CONVENTIONAL,CONSISTENT,,"[""accessibility"",""react""]",admin@brendanjohnroch.com,,2026-03-11T21:21:55+0000,2026-03-11T21:21:55+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzeyAVXmSSzhfdqMPrS&open=AZzeyAVXmSSzhfdqMPrS
AZzefyjkZp5JmevwU5Hn,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/AudienceSplitCard.tsx,327,327,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefyjkZp5JmevwU5Hn&open=AZzefyjkZp5JmevwU5Hn
AZzefykZZp5JmevwU5Hs,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/DedupeTable.tsx,28,30,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefykZZp5JmevwU5Hs&open=AZzefykZZp5JmevwU5Hs
AZzefyk6Zp5JmevwU5Hv,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/PlaybackDashboardPrimitives.tsx,16,21,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefyk6Zp5JmevwU5Hv&open=AZzefyk6Zp5JmevwU5Hv
AZzefyk6Zp5JmevwU5Hw,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/PlaybackDashboardPrimitives.tsx,77,77,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefyk6Zp5JmevwU5Hw&open=AZzefyk6Zp5JmevwU5Hw
AZzefyk6Zp5JmevwU5Hx,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/PlaybackDashboardPrimitives.tsx,92,92,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefyk6Zp5JmevwU5Hx&open=AZzefyk6Zp5JmevwU5Hx
AZzefyk6Zp5JmevwU5Hy,"[""MAINTAINABILITY""]","[""LOW""]",MINOR,CODE_SMELL,OPEN,,typescript:S6759,React props should be read-only,app/admin/playback/dashboard/PlaybackDashboardPrimitives.tsx,130,130,Mark the props of the component as read-only.,5min,CONVENTIONAL,CONSISTENT,,"[""react"",""type-dependent""]",admin@brendanjohnroch.com,,2026-03-11T20:02:10+0000,2026-03-11T20:02:19+0000,,,https://sonarcloud.io/project/issues?id=Angelfish-Records_BJR&branch=main&issues=AZzefyk6Zp5JmevwU5Hy&open=AZzefyk6Zp5JmevwU5Hy
